input,target
16.24,3.6376672531206578
-6.12,17.405091464062203
-5.28,50.77722612662071
-10.73,42.05072888046921
8.65,40.616501572381374
-23.02,51.289567029233666
17.45,-11.163911699303366
-7.61,-2.2467069065175362
3.19,14.174152477263368
-2.49,3.353167536961403
14.62,51.283335079001404
-20.6,-10.709154185867792
-3.22,29.318974520861392
-3.84,42.351461632644224
11.34,-16.898720346445856
-11.0,70.28970129979646
-1.72,-6.921137863143395
-8.78,2.2088597379582433
0.42,25.446693818316888
5.83,7.05613854047402
-11.01,48.196826512050464
11.45,-4.184654362303684
9.02,33.87134755304987
5.02,0.20168126363878613
9.01,33.00109522610176
-6.84,6.451215431740611
-1.23,-6.885908458916773
-9.36,17.28565365962424
-2.68,5.496073341472931
5.3,0.12584301217101235
-6.92,5.7635564121889775
-3.97,39.324095567113694
-6.87,-2.4581978101047177
-8.45,-5.581106626480512
-6.71,13.18381260005707
-0.13,15.906158650099307
-11.17,58.7672041219238
2.34,38.033176188608344
16.6,-3.029738395296101
7.42,35.092611021524114
-1.92,-11.639186947402411
-8.88,2.644039719410258
-7.47,-5.729002465210521
16.92,-0.008158524854501081
0.51,35.05940602992868
-6.37,24.625476662094957
1.91,52.07210790434533
21.0,50.44799697534971
1.2,46.09719212200041
6.17,23.475214281064247
3.0,18.94416024582595
-3.52,33.74794923560655
-11.43,42.906913056546124
-3.49,27.822738975243038
-2.09,-13.790544795091183
5.87,5.173377321610454
8.39,47.982343844019674
9.31,23.153046445074953
2.86,21.735520737405892
8.85,43.931277531815695
-7.54,-7.318897468416823
12.53,23.930940814358554
5.13,-3.9488441979911637
-2.98,11.772845393492599
4.89,-19.75019178186727
-0.76,-5.592104075871815
11.32,-2.7789353285718326
15.2,29.565160010040888
21.86,28.06857467581176
-13.96,-13.082581827221405
-14.44,-7.142110622348105
-5.04,39.75782015557457
1.6,56.32699489276591
8.76,38.61497392919186
3.16,23.86860763854186
-20.22,-8.93989435102506
-3.06,21.504184371311794
8.28,47.26386019794478
2.3,46.464008971389966
7.62,42.11890417004793
-2.22,-9.695246903200639
-2.01,-3.975262181418631
1.87,48.944931264014784
4.1,-6.097451887464511
1.98,47.0818576360952
1.19,50.82525350109958
-6.71,4.403812600057071
3.78,4.374524673863202
1.22,44.06253036773157
11.29,-11.227553060783194
11.99,8.297973100023862
1.85,54.67889369074665
-3.75,31.942620221641484
-6.39,20.93834333967271
4.23,-12.219620944546381
0.77,44.90212477813438
-3.44,19.47694852867481
0.44,27.401153684512987
-6.2,19.99422678593364
6.98,38.74423405918548
-4.47,56.72840376807779
12.25,15.030859673075616
4.03,4.209916023805865
5.94,15.76710506701562
-10.95,49.05833099276141
1.69,48.95356135837062
7.41,52.882981109468645
-9.54,23.706501374394673
-2.66,5.092666419624472
0.33,23.203312366043484
-13.73,-8.536515946740044
3.15,5.793578955301967
8.46,42.78863512947886
-8.6,-7.2991114851604575
3.51,12.47603196610497
-13.12,1.5737734440489821
-0.39,6.754253338743576
-16.16,40.062357304219304
11.21,-15.051512053993402
4.09,-3.2008856435835202
-0.25,2.9741792427370513
-7.75,-9.885262762890871
12.74,27.319127971384823
19.67,46.60918587971922
-18.58,23.63225432542618
12.36,15.350279058753097
16.28,5.078957523201165
3.38,12.697262718744641
-11.99,37.372026899976134
8.63,44.08809694777627
-1.81,-7.641572152580617
-6.04,22.364260466591855
-12.3,22.04856963665693
5.51,11.228236688905488
7.93,60.01191585299815
-6.24,14.356742498866225
5.21,-4.551124539209791
-11.44,50.67716055597892
8.02,53.84064253413535
0.47,34.51303170406159
-1.87,-13.77493126401479
-1.02,-6.899294669455571
8.69,37.9878839191617
7.5,49.27899929162954
5.29,-6.891969145035482
1.38,49.28653267635697
0.78,46.54002228561251
6.18,23.008429888579514
2.32,36.423059042922674
6.83,33.55905539682989
-3.1,14.78178979578464
-24.35,47.62937930640161
10.39,-5.3763475354077555
21.87,30.925999523123586
4.41,-11.506147035636602
-1.0,-5.534865036640844
-1.36,-16.56487037427715
-1.19,-1.8052535010995836
0.17,23.35006164654338
-11.22,42.30512324250075
-5.17,44.401870946914094
-9.97,24.297542460643978
2.49,38.336832463038604
-2.97,15.352069216990069
4.95,-8.203043616755535
-1.75,-2.521571379655077
9.86,5.64084157304654
2.14,49.7310781649177
21.91,24.032316050906793
-18.96,15.668299622971512
-6.47,3.955236310646674
9.01,37.03109522610176
25.28,21.955177365255597
-2.49,1.593167536961403
0.44,26.641153684512986
-2.26,-2.1284561916138394
13.31,41.18739138366997
-2.87,11.967885446646655
6.8,34.40045720972755
-3.2,27.030411374541192
-12.73,19.861544571886157
3.14,23.678575913952848
5.03,7.6354818401967925
12.93,27.847893402817945
-1.1,-9.08182448187378
-6.17,18.374785718935755
5.63,3.644567366918434
2.41,36.93569559920297
2.81,16.439254702785583
-0.73,-6.409523867612787
11.6,-4.736272146545619
3.69,9.1494718941906
19.05,18.292688398300545
11.11,-13.360545801833508
6.59,28.511720380315335
-16.27,32.61377716173732
6.02,14.725196511370699
4.2,-6.563061058614441
8.11,51.11588043225974
10.44,-9.542729336101342
-4.01,50.96067997439574
8.24,48.25567261265137
-5.62,45.24671821012763
19.55,37.46899684621694
-13.32,2.079159701588691
-17.61,45.442009970474025
-16.51,37.17259501069455
-8.91,1.46358126801838
-11.19,49.69534295705039
19.56,38.801199606839184
-3.26,31.30299110470043
-13.43,-8.926268163663893
11.14,-15.632456048473124
-5.87,40.74662267838954
-12.37,28.99088521211164
8.76,29.404973929191865
6.23,20.868612780120635
-4.35,49.7091036155327
14.08,39.73017566908535
1.29,47.455469458285215
16.17,6.313947786075845
5.03,-5.314518159803207
15.59,28.359541194152715
1.09,47.52212089070936
-12.2,36.095993108223276
24.49,0.9885463554160983
-5.46,38.07611363036752
-1.99,-12.529107520907369
-7.0,2.6719087390769323
-2.03,-17.130375105122578
2.43,43.30774292295408
2.02,41.94419234144013
6.61,27.991352600760337
17.92,-1.91130848799486
-1.2,-2.3371921220004026
-12.33,17.442359109503805
-11.82,36.678850208517105
-6.66,9.027204427542268
-16.74,43.19954562965267
8.25,52.44942841229988
-4.98,38.98436353189668
-3.11,20.846584347688154
-0.02,21.52004066585334
-13.97,-9.824833494091017
-8.61,3.3190146253704764
6.75,27.576344250308843
6.19,22.701959650487986
-4.43,45.78197089118407
18.11,3.0742228312848967
-13.06,3.9283342149682534
-3.45,33.328016137607094
-2.31,1.36033901918614
-27.93,2.3841230747316047
19.38,34.660451584134286
3.66,4.427330126036229
-10.45,44.882297575999125
20.51,46.59752208916126
5.86,16.734661127022605
4.3,-6.893061070858374
-6.07,34.23301206109024
